		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000011111  239  227  248  252  257  242  252  243  2.669632 0.953351 SUCCESS  15
000100011  250  227  256  243  236  254  244  235  3.037163 0.932004 SUCCESS  16
000100101  261  266  238  230  264  230  243  216 10.113463 0.257153 SUCCESS  17
000100111  241  233  235  266  222  221  221  223 11.441659 0.177908 SUCCESS  18
000101001  214  246  258  270  236  256  241  249  8.531066 0.383383 SUCCESS  19
000101011  220  233  235  263  219  246  245  259  8.482344 0.387825 SUCCESS  20
000101101  279  245  255  238  247  246  243  216  9.222703 0.323859 SUCCESS  21
000101111  250  244  225  226  244  239  243  267  5.421350 0.711737 SUCCESS  22
000110011  256  232  260  255  229  245  237  257  4.678873 0.791282 SUCCESS  23
000110101  222  239  227  236  242  250  254  256  4.883293 0.769974 SUCCESS  24
000110111  265  256  249  234  242  241  240  239  3.222518 0.919627 SUCCESS  25
000111001  239  235  262  265  240  249  230  237  4.897062 0.768520 SUCCESS  26
000111011  226  263  250  233  247  259  240  252  4.879056 0.770421 SUCCESS  27
000111101  276  216  229  256  235  226  240  236 11.318795 0.184282 SUCCESS  28
000111111  251  223  256  250  248  200  243  222 13.226356 0.104295 SUCCESS  29
001000011  254  256  241  248  225  246  240  250  2.898412 0.940570 SUCCESS  30
001000101  251  246  251  251  246  249  266  244  2.758602 0.948581 SUCCESS  31
001000111  244  225  223  245  223  234  238  226  7.319378 0.502599 SUCCESS  32
001001011  271  239  229  230  265  245  219  235  9.862440 0.274814 SUCCESS  33
001001101  246  234  243  254  241  238  241  236  1.389098 0.994400 SUCCESS  34
001001111  211  269  253  235  253  238  262  237 10.018137 0.263755 SUCCESS  35
001010011  208  227  265  261  219  235  246  261 14.072631 0.079892 SUCCESS  36
001010101  255  252  240  272  255  218  255  241  8.062914 0.427349 SUCCESS  37
001010111  223  246  245  262  235  258  246  250  4.592021 0.800158 SUCCESS  38
001011011  266  243  263  258  254  257  242  241  5.533622 0.699312 SUCCESS  39
001011101  242  240  241  240  252  256  232  222  3.761634 0.877964 SUCCESS  40
001011111  260  258  205  225  249  251  246  234 10.668466 0.221201 SUCCESS  41
001100101  233  225  266  257  270  225  243  253  9.528802 0.299666 SUCCESS  42
001100111  241  215  256  241  250  250  230  264  7.085302 0.527458 SUCCESS  43
001101011  233  248  222  229  233  246  242  236  4.469158 0.812511 SUCCESS  44
001101101  224  249  247  247  265  272  238  248  7.247355 0.510195 SUCCESS  45
001101111  258  250  248  232  249  242  245  230  2.616674 0.956068 SUCCESS  46
001110101  207  273  237  241  231  243  245  251 10.566786 0.227474 SUCCESS  47
001110111  230  251  237  236  219  269  241  263  8.387019 0.396606 SUCCESS  48
001111011  251  259  237  224  229  241  240  240  4.223431 0.836423 SUCCESS  49
001111101  252  238  244  265  254  232  258  248  4.183183 0.840229 SUCCESS  50
001111111  276  224  243  254  268  245  242  241  8.917662 0.349289 SUCCESS  51
010000011  277  245  253  265  229  253  240  247  8.172008 0.416851 SUCCESS  52
010000111  249  247  263  256  231  253  250  253  3.785995 0.875897 SUCCESS  53
010001011  276  254  231  232  243  234  256  235  7.460248 0.487884 SUCCESS  54
010001111  264  219  225  244  221  221  257  254 11.544398 0.172718 SUCCESS  55
010010011  238  259  262  244  256  248  260  234  4.613205 0.798003 SUCCESS  56
010010111  252  251  245  233  264  243  216  276 10.325296 0.242933 SUCCESS  57
010011011  230  222  244  244  233  238  262  247  4.991328 0.758503 SUCCESS  58
010011111  258  239  247  250  270  252  245  222  6.284571 0.615389 SUCCESS  59
010100011  229  244  241  262  250  254  246  258  3.754220 0.878590 SUCCESS  60
010100111  217  250  259  242  248  248  252  253  4.943665 0.763580 SUCCESS  61
010101011  238  255  245  255  251  221  260  233  5.222226 0.733582 SUCCESS  62
010101111  241  250  228  258  241  256  262  220  6.563133 0.584414 SUCCESS  63
010110011  266  258  236  226  254  256  241  221  7.832015 0.450049 SUCCESS  64
010110111  262  280  255  231  257  243  256  245  9.345566 0.313988 SUCCESS  65
010111011  244  203  245  259  263  232  239  263 11.858971 0.157608 SUCCESS  66
010111111  248  248  241  231  225  248  225  235  4.414081 0.817966 SUCCESS  67
011000111  247  234  264  251  250  237  251  251  3.104950 0.927600 SUCCESS  68
011001111  254  225  256  224  249  254  236  255  5.570692 0.695196 SUCCESS  69
011010111  233  252  250  256  234  242  235  237  2.552065 0.959259 SUCCESS  70
011011111  229  251  238  228  252  254  238  245  3.268062 0.916427 SUCCESS  71
011101111  231  246  215  241  247  247  241  266  6.518647 0.589340 SUCCESS  72
011111111  274  251  224  258  252  263  224  236 10.280811 0.245867 SUCCESS  73
100000000  238  269  240  239  243  254  245  236  3.665250 0.885993 SUCCESS  74
100010000  275  250  246  258  252  244  248  226  6.733659 0.565623 SUCCESS  75
100100000  227  232  242  226  244  234  220  270  9.012987 0.341202 SUCCESS  76
100101000  248  238  242  256  254  217  231  222  7.173213 0.518065 SUCCESS  77
100110000  238  247  252  231  212  235  268  260  9.394288 0.310133 SUCCESS  78
100111000  259  232  237  251  273  238  249  213  9.871972 0.274127 SUCCESS  79
101000000  249  226  223  265  263  254  251  232  7.975003 0.435916 SUCCESS  80
101000100  217  262  239  250  222  227  248  229  9.077597 0.335792 SUCCESS  81
101001000  253  233  261  223  225  249  253  221  8.204842 0.413721 SUCCESS  82
101001100  250  273  242  248  226  213  256  260 10.922667 0.206120 SUCCESS  83
101010000  259  241  280  264  251  246  260  271 12.447868 0.132312 SUCCESS  84
101010100  235  240  250  243  248  253  253  237  1.522554 0.992327 SUCCESS  85
101011000  222  222  250  249  228  242  247  242  5.569633 0.695314 SUCCESS  86
101011100  249  257  251  260  248  243  236  251  2.619851 0.955908 SUCCESS  87
101100000  247  259  239  206  248  240  243  231  8.112695 0.422540 SUCCESS  88
101100100  245  222  242  226  229  214  256  235  9.252359 0.321457 SUCCESS  89
101101000  244  254  238  259  252  225  242  243  3.346440 0.910775 SUCCESS  90
101101100  236  219  256  236  219  258  214  239 11.277488 0.186467 SUCCESS  91
101110000  237  244  246  231  259  229  247  249  3.002211 0.934219 SUCCESS  92
101110100  250  261  235  249  220  246  295  233 15.776832 0.045688 SUCCESS  93
101111000  257  234  227  249  257  245  220  270  8.487640 0.387340 SUCCESS  94
101111100  241  250  220  238  247  249  245  243  2.956667 0.937047 SUCCESS  95
110000000  235  258  258  227  223  239  246  222  7.317260 0.502821 SUCCESS  96
110000010  257  246  213  229  250  231  239  219  9.452542 0.305569 SUCCESS  97
110000100  244  264  258  262  250  244  260  246  5.071824 0.749873 SUCCESS  98
110001000  243  226  231  241  254  243  243  264  4.265798 0.832381 SUCCESS  99
110001010  207  244  236  263  230  250  246  233  9.159152 0.329049 SUCCESS 100
110010000  239  226  222  228  227  234  216  258 10.522301 0.230262 SUCCESS 101
110010010  232  225  261  257  221  238  228  234  8.041731 0.429404 SUCCESS 102
110010100  221  232  266  246  243  218  233  251  8.552249 0.381462 SUCCESS 103
110011000  245  229  247  258  204  240  256  221 11.579351 0.170982 SUCCESS 104
110011010  273  256  274  234  246  267  226  232 12.591915 0.126683 SUCCESS 105
110100000  241  234  233  262  229  277  246  214 11.761527 0.162165 SUCCESS 106
110100010  221  295  237  240  238  209  249  239 19.116388 0.014249 SUCCESS 107
110100100  259  225  264  214  235  239  278  240 13.403237 0.098708 SUCCESS 108
110101000  249  224  260  268  263  247  260  276 12.215910 0.141827 SUCCESS 109
110101010  218  243  255  226  244  256  258  229  7.172154 0.518178 SUCCESS 110
110101100  246  247  269  246  238  222  248  232  5.605645 0.691309 SUCCESS 111
110110000  247  255  253  235  229  277  243  246  6.790854 0.559357 SUCCESS 112
110110010  268  246  251  236  222  240  240  242  5.147025 0.741753 SUCCESS 113
110110100  220  250  273  251  256  240  240  229  8.055500 0.428068 SUCCESS 114
110111000  254  236  257  237  246  249  250  259  2.809442 0.945741 SUCCESS 115
110111010  240  265  224  241  238  248  282  225 11.525333 0.173672 SUCCESS 116
110111100  244  249  216  255  254  238  240  255  5.098304 0.747020 SUCCESS 117
111000000  249  248  245  251  216  248  233  218  7.198633 0.515361 SUCCESS 118
111000010  242  240  251  251  275  233  234  250  5.635302 0.688008 SUCCESS 119
111000100  290  230  224  259  264  245  248  268 16.570149 0.034910 SUCCESS 120
111000110  259  229  281  240  228  250  238  260 10.214083 0.250320 SUCCESS 121
111001000  259  227  209  246  224  243  219  246 11.832492 0.158836 SUCCESS 122
111001010  233  236  237  255  253  241  254  219  4.982854 0.759407 SUCCESS 123
111001100  237  224  254  251  236  250  243  263  4.485046 0.810927 SUCCESS 124
111010000  255  234  235  260  258  270  268  238  8.581906 0.378783 SUCCESS 125
111010010  254  240  241  236  228  239  280  252  7.734572 0.459818 SUCCESS 126
111010100  225  254  240  248  262  267  283  259 13.009227 0.111533 SUCCESS 127
111010110  232  258  261  244  241  221  233  247  5.511379 0.701779 SUCCESS 128
111011000  248  287  254  260  281  272  240  252 18.720259 0.016429 SUCCESS 129
111011010  253  245  291  249  248  236  236  226 11.761527 0.162165 SUCCESS 130
111011100  224  220  240  238  231  255  247  262  7.032344 0.533147 SUCCESS 131
111100000  268  232  232  257  255  263  229  228  8.444214 0.391323 SUCCESS 132
111100010  249  243  225  245  225  238  239  242  3.497901 0.899352 SUCCESS 133
111100100  230  237  222  227  230  243  252  249  5.590817 0.692959 SUCCESS 134
111100110  252  232  256  228  253  248  237  236  3.476718 0.900989 SUCCESS 135
111101000  230  240  239  249  261  251  246  255  3.051992 0.931053 SUCCESS 136
111101010  237  237  245  267  244  264  283  270 13.563172 0.093886 SUCCESS 137
111101100  238  275  234  236  262  252  263  246  8.052322 0.428376 SUCCESS 138
111101110  234  249  213  243  237  233  257  249  6.187128 0.626280 SUCCESS 139
111110000  237  237  233  238  235  249  219  224  5.957289 0.652016 SUCCESS 140
111110010  243  239  222  223  242  259  239  243  5.154439 0.740949 SUCCESS 141
111110100  253  247  240  236  258  239  239  240  1.830771 0.985768 SUCCESS 142
111110110  265  258  253  235  259  270  237  241  7.378692 0.496379 SUCCESS 143
111111000  266  245  231  258  234  241  240  213  8.228144 0.411508 SUCCESS 144
111111010  243  257  256  241  249  223  268  249  5.853490 0.663639 SUCCESS 145
111111100  278  226  227  266  234  253  226  229 12.652287 0.124387 SUCCESS 146
111111110  274  251  224  258  252  263  224  236 10.280811 0.245867 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  248  263  240  257  228  241  202  274 14.789688 0.063366 SUCCESS   0
000000011  258  264  256  264  221  230  205  260 15.424129 0.051405 SUCCESS   1
000000101  225  228  229  241  247  252  243  242  3.984059 0.858559 SUCCESS   2
000000111  255  249  246  249  220  224  225  258  7.264302 0.508404 SUCCESS   3
000001001  223  243  213  263  196  257  215  236 21.897762 0.005109 FAILURE   4
000001011  264  251  241  242  271  231  263  254  7.646661 0.468723 SUCCESS   5
000001101  239  245  257  250  266  238  232  220  6.237968 0.620595 SUCCESS   6
000001111  257  250  231  248  220  228  237  235  5.777230 0.672169 SUCCESS   7
000010001  238  255  213  239  250  229  251  243  6.196660 0.625213 SUCCESS   8
000010011  249  234  241  248  218  245  219  230  7.054586 0.530755 SUCCESS   9
000010101  229  231  258  243  257  238  248  253  3.778581 0.876528 SUCCESS  10
000010111  253  246  260  270  262  252  248  234  6.367186 0.606174 SUCCESS  11
000011001  258  280  243  222  258  235  237  234 10.165362 0.253611 SUCCESS  12
000011011  268  252  240  246  263  232  247  245  4.935192 0.764480 SUCCESS  13
000011101  234  236  244  259  266  225  260  253  6.629860 0.577042 SUCCESS  14
000011111  264  243  232  240  239  218  224  263  8.602030 0.376971 SUCCESS  15
000100011  245  236  237  246  233  211  253  241  6.061087 0.640389 SUCCESS  16
000100101  232  269  238  244  235  279  230  236 10.034025 0.262646 SUCCESS  17
000100111  244  225  232  250  222  250  235  246  4.906594 0.767511 SUCCESS  18
000101001  214  237  224  241  217  249  249  251  9.336033 0.314746 SUCCESS  19
000101011  247  252  240  240  257  249  275  236  5.563278 0.696020 SUCCESS  20
000101101  251  258  243  276  262  250  258  246  7.656194 0.467754 SUCCESS  21
000101111  216  234  259  277  248  261  261  221 14.044034 0.080625 SUCCESS  22
000110011  240  236  253  240  237  253  228  258  3.223577 0.919553 SUCCESS  23
000110101  239  249  260  256  249  243  236  236  2.542532 0.959718 SUCCESS  24
000110111  265  268  244  262  263  245  251  258  8.143411 0.419588 SUCCESS  25
000111001  244  239  247  247  229  264  236  221  5.369451 0.717457 SUCCESS  26
000111011  238  241  251  236  229  265  254  250  4.055023 0.852125 SUCCESS  27
000111101  251  214  235  261  243  256  279  232 11.982894 0.151969 SUCCESS  28
000111111  252  237  247  236  252  224  220  265  7.083184 0.527685 SUCCESS  29
001000011  238  230  255  252  233  243  259  272  6.527121 0.588401 SUCCESS  30
001000101  270  218  232  261  248  247  257  222 10.432272 0.235987 SUCCESS  31
001000111  249  240  243  263  220  230  246  209 10.240563 0.248546 SUCCESS  32
001001011  241  270  235  274  258  265  244  270 12.510359 0.129844 SUCCESS  33
001001101  233  237  222  226  248  238  244  238  4.586726 0.800695 SUCCESS  34
001001111  264  248  217  262  224  261  224  226 12.238153 0.140890 SUCCESS  35
001010011  225  251  250  230  217  259  246  259  7.748341 0.458431 SUCCESS  36
001010101  228  236  263  234  255  248  264  246  5.578107 0.694372 SUCCESS  37
001010111  234  254  241  237  257  263  244  235  3.668427 0.885732 SUCCESS  38
001011011  213  265  267  243  238  247  259  251  9.504441 0.301543 SUCCESS  39
001011101  238  250  226  249  235  223  253  256  4.972263 0.760537 SUCCESS  40
001011111  239  239  270  252  244  212  254  233  8.631687 0.374312 SUCCESS  41
001100101  246  267  270  215  238  236  275  229 14.108643 0.078977 SUCCESS  42
001100111  257  262  234  243  262  251  229  259  5.956229 0.652135 SUCCESS  43
001101011  249  264  247  240  274  261  233  258  8.209079 0.413318 SUCCESS  44
001101101  258  233  258  240  251  230  245  230  4.121751 0.845975 SUCCESS  45
001101111  239  277  262  250  265  260  240  258  9.991658 0.265612 SUCCESS  46
001110101  254  271  227  255  266  220  239  239  9.932345 0.269807 SUCCESS  47
001110111  237  218  241  222  242  261  231  254  7.590525 0.474455 SUCCESS  48
001111011  256  235  237  241  250  251  270  224  6.105572 0.635407 SUCCESS  49
001111101  242  258  220  247  247  272  244  253  6.996332 0.537028 SUCCESS  50
001111111  274  222  252  229  267  221  222  238 13.802544 0.087059 SUCCESS  51
010000011  249  238  224  239  242  222  242  226  5.590817 0.692959 SUCCESS  52
010000111  227  227  256  275  248  245  255  258  8.504587 0.385793 SUCCESS  53
010001011  223  236  234  284  249  233  257  235 11.021169 0.200503 SUCCESS  54
010001111  246  227  257  247  247  236  263  245  3.822007 0.872815 SUCCESS  55
010010011  266  265  241  248  244  213  241  230  8.969561 0.344870 SUCCESS  56
